Address,Postcode,Phone number
"78 Bath Road, Wells",BA5 3LJ,(01749) 464766
"The Tibbs, Daniels Lane, Easton",BA5 1DY,(01458) 110738
"Standerwick Court, Standerwick",BA11 2PP,(01373) 052501
"42D Monkton Farleigh",BA15 2QH,(01225) 580886
"Kingfishers, Ivy Mead, Mere",BA12 6EN,(01747) 708700
"Ivy Cottage, Holton",BA9 8AR,(01963) 062442
"2 Dallimore Lane, Nunney",BA11 4NA,(01373) 336184
"5 Michaels Mead, Bath",BA1 4JD,(01225) 540277
"21A Westbury Road, Warminster",BA12 0AW,(01985) 237221
"Hedgestocks, Batcombe",BA4 6BW,(01749) 717464
"11 Redland Terrace, Frome",BA11 1HT,(01373) 725056
"26 Leighton Park North, Westbury",BA13 3RL,(01985) 081822
"23 Lower Keyford, Frome",BA11 4AP,(01373) 833684
"49 Shaws Way, Bath",BA2 1QQ,(01225) 206337
"Top Floor Flat, 38 Great Pulteney Street, Bath",BA2 4BZ,(01225) 461060
"The Gables, Murtry",BA11 3NP,(01373) 734612
"Ardenlea, Bathwick Hill, Bath",BA2 6ET,(01225) 470774
"3 Crown Cottages, Shepton Mallet",BA4 5EL,(01749) 743426
"6 Walmesley Terrace, Bath",BA1 6DW,(01225) 117168
"9 Cartwright Close, Coxley",BA5 1QD,(01458) 371711
"19 College Gardens, North Bradley",BA14 0SL,(01985) 644553
"22 Iford Hill, Lower Westwood",BA15 2BG,(01225) 018205
"2 Walnut Drive, Bath",BA2 3LZ,(01225) 126120
"7 The Firs, Limpley Stoke",BA2 7GQ,(01225) 481762
"46 Southfield Road, Shepton Mallet",BA4 5XG,(01749) 233434
"23 Balmoral Road, Yeovil",BA21 5JH,(01935) 457527
"Flat 6, Fitzroy House, 59 Great Pulteney Street, Bath",BA2 4DW,(01225) 721250
"23 Waterloo Road, Shepton Mallet",BA4 5HQ,(01749) 184002
"17 Millards Hill, Midsomer Norton",BA3 2BL,(01761) 350867
"Second Floor Flat, 7A Wellsway, Bath",BA2 4QL,(01225) 418231
"Flat 2, Francis House, Fore Street, Castle Cary",BA7 7BQ,(01963) 523324
"5 Church Road, Bratton",BA13 4SL,(01985) 886066
"18 Deverell Close, Bradford-On-Avon",BA15 1UY,(01225) 212581
"193 Ringswell Gardens, Bath",BA1 6BP,(01225) 154254
"Glanville, Rodden Down, Rodden",BA11 5LF,(01373) 428806
"16 Ashwood Drive, Yeovil",BA21 5DZ,(01935) 164068
"4 The Homelands, Warminster",BA12 8DX,(01985) 337601
"53 High Street, Shepton Mallet",BA4 5AQ,(01749) 270464
"1 Shoscombe Farm Cottages, Shoscombe",BA2 8LT,(01225) 543116
"2 Giles Hollow, Warminster",BA12 9QY,(01985) 817758
"44 Hackett Place, Hilperton",BA14 7UR,(01380) 866123
"31 Fairwood Road, Dilton Marsh",BA13 4EA,(01985) 230765
"135 Fairfield Park Road, Bath",BA1 6JT,(01225) 875837
"25 Monmouth Road, Yeovil",BA21 5NN,(01935) 074751
"Flat 1, 3 Lansdown Terrace, Lansdown",BA1 5EF,(01225) 347403
"19 Green Lane, Hinton Charterhouse",BA2 7TL,(01225) 083565
"69 Lime Tree Avenue, Yeovil",BA20 2PU,(01935) 257217
"4D Charlton Road, Shepton Mallet",BA4 5NY,(01749) 677082
"4 Butlers Court, South Street, Warminster",BA12 8JS,(01985) 258235
"Flat 8, Selwood Court, Keyford, Frome",BA11 1FD,(01373) 001008
"8 The Street, Radstock",BA3 3PL,(01761) 218822
"Grasmere, Warminster Road, Frome",BA11 5LA,(01373) 744884
"Elmbrook, Whitechurch Lane, Yenston",BA8 0NJ,(01963) 128636
"19 Feltham Drive, Frome",BA11 5AE,(01373) 705570
"55 Gloucester Walk, Westbury",BA13 3XF,(01985) 441642
"Highfield House, High Street, Semington",BA14 6JN,(01380) 715385
"1 Hicks Field, Bath",BA1 7BZ,(01225) 864658
"Monkley House, Monkley Lane, Rode",BA11 6QQ,(01373) 137381
"4 Hartley Court, Hoopers Barton, Frome",BA11 1DE,(01373) 401033
"8 St Georges Place, Semington",BA14 6GB,(01380) 765676
"14 Vincent Street, Yeovil",BA20 1JQ,(01935) 138328
"79 Trowbridge Road, Bradford-On-Avon",BA15 1EG,(01225) 666713
"14 Bradford Road, Rode",BA11 6PR,(01373) 040455
"3 Darshill",BA4 5JT,(01749) 214107
"Beech Cottage, 4 Market Court, Wincanton",BA9 9PB,(01963) 840260
"24 Spencer Road, Shepton Mallet",BA4 4RT,(01749) 782833
"3 Regency Court, Wells",BA5 2NN,(01749) 800756
"1 Manor Farm Mews, Glastonbury",BA6 9FG,(01458) 264408
"23 Landmead, Glastonbury",BA6 9DB,(01458) 800551
"53B Frome Road, Southwick",BA14 9QG,(01373) 263203
"Unit 1, Technine, Guard Avenue, Houndstone Business Park",BA22 8YE,(01935) 818365
"12 Orchard Close, Westfield",BA3 3RF,(01761) 172018
"49 Woolley Street, Bradford-On-Avon",BA15 1AG,(01225) 860852
"23 Seven Acres Lane, Batheaston",BA1 7HF,(01225) 173045
"Maed House, Elm Lane, Egford",BA11 3JA,(01373) 408560
"Pond House, Tinhead Road, Edington",BA13 4PH,(01985) 720353
"45 Brookfield Park, Bath",BA1 4JH,(01225) 300506
"24 Blandford Road, Shepton Mallet",BA4 4FB,(01749) 664248
"14 Helena Road, Yeovil",BA20 2HQ,(01935) 837072
"2 Church Road, Weston",BA1 4BS,(01225) 573044
"Great Ground Farm, Kilmington Common, Kilmington",BA12 6QU,(01963) 846786
"10 Abbotts Court, Westbury",BA13 3QZ,(01985) 211438
"13 Winterslow Road, Trowbridge",BA14 0LX,(01373) 748723
"The Paddocks, Charlton Musgrove",BA9 8HA,(01963) 014687
"9 Martins Paddock, West Cranmore",BA4 4QY,(01749) 111270
"The Dairy House, Granary Court, Mudford",BA21 5TJ,(01935) 708124
"39 Haviland Park, Bath",BA1 4HR,(01225) 022217
"Orchard House, Shapwick Road, Westhay",BA6 9TT,(01458) 286850
"44 Chitterne Road, Codford",BA12 0PG,(01985) 550682
"6 Mount Lane, Warminster",BA12 9QH,(01985) 668515
"14 Swallow Close, Midsomer Norton",BA3 4PZ,(01761) 032257
"The Grange, Chitterne",BA12 0LG,(01985) 181522
"5 Bove Town Gardens, Glastonbury",BA6 8FE,(01458) 833285
"Flat 14, Somerset House, Moorfields Road, Bath",BA2 2HU,(01225) 568357
"Flat 16, Horton House, Forester Avenue, Bath",BA2 6RB,(01225) 833000
"35 Wiltshire Drive, Trowbridge",BA14 0RY,(01373) 002363
"Unit 15 Vallis Trading Estate, Frome",BA11 3HT,(01373) 265015
"1 Woolcombe Road, Wells",BA5 2GY,(01458) 538658
"22 High Street, Butleigh",BA6 8SY,(01458) 743731
"Red Post Old Bakery, Peasedown St John",BA2 8LF,(01761) 223174
"33 Fairwood Road, Dilton Marsh",BA13 4EA,(01985) 587726
"3 Salisbury Close, Westbury Leigh",BA13 3GN,(01985) 606640
"100 Wookey Hole Road, Wells",BA5 2NQ,(01749) 713232
"16B Butts Hill, Frome",BA11 1HU,(01373) 812155
"Flat 2, 7A Benedict Street, Glastonbury",BA6 9NE,(01458) 275708
"10 Trowbridge Road, Bradford-On-Avon",BA15 1EP,(01225) 821861
"7 Turnstone Close, Rode",BA11 6AW,(01373) 185513
"Woodside, Fosse Road, Stratton On The Fosse",BA3 4RF,(01749) 721675
"50 Avonfield Avenue, Bradford-On-Avon",BA15 1JE,(01225) 184327
"10 Algar Court, Parsons Way, Wells",BA5 2FY,(01458) 457060
"Vera House, Railway Lane, Wellow",BA2 8QG,(01225) 145804
"25 St Michaels Avenue, Yeovil",BA21 4LE,(01935) 781066
"2 Lindisfarne Close, Winsley",BA15 2HS,(01225) 535052
"17 Hillside Crescent, Midsomer Norton",BA3 2ND,(01761) 808604
"Bula Cottage, North Road, Timsbury",BA2 0JH,(01761) 585548
"46 Birchfield Road, Yeovil",BA21 5RN,(01935) 850281
"5 Lansdown Square East, Lansdown",BA1 9DS,(01225) 435703
"2 - 3 Lower Downside, Downside",BA4 4JP,(01749) 708445
"1 Thatcham Court, Yeovil",BA21 3DT,(01935) 124060
"Spring House, Maperton",BA9 8EH,(01963) 445644
"57 Radstock Road, Midsomer Norton",BA3 2AW,(01761) 181716
"9 South Street, Wincanton",BA9 9DH,(01963) 454458
"5 Granville Terrace, Lansdown",BA1 9DP,(01225) 728201
"Wesley House, Top Street, Pilton",BA4 4DU,(01749) 415145
"Silverton, Weston Town, Evercreech",BA4 6JG,(01749) 141217
"Travelodge Hotels Ltd, Wirral Park Road, Glastonbury",BA6 9XE,(01458) 776270
"Grove Lodge, North Cheriton",BA8 0AN,(01963) 140022
"11 Yarn Mews, Yeovil",BA20 2GE,(01935) 258845
"1 Cedar Villas, Bath",BA2 3HW,(01225) 522587
"3 Fosse Way, Yeovil",BA21 3UQ,(01935) 374241
"6 Fuller Close, Shepton Mallet",BA4 5PX,(01749) 648883
"Chapel Cottage, Chapel Lane, Wingfield",BA14 9LP,(01373) 012535
"Wenlock Edge, Park Hill, Pilton",BA4 4AZ,(01749) 647607
"Acheson & Acheson Ltd, Cornbrash Road, Commerce Park",BA11 2FN,(01373) 012340
"17 Elm Hill, Warminster",BA12 0AY,(01985) 275082
"Farm Cottage, South Street, Wincanton",BA9 9DY,(01963) 548735
"Ivy Lodge, Leigh Street, Leigh Upon Mendip",BA3 5QP,(01749) 236678
"Kantara, Corscombe Road, Halstock",BA22 9RY,(01935) 178342
"76 Marshfield Way, Bath",BA1 6HQ,(01225) 724414
"27 Marsh Street, Warminster",BA12 9PG,(01985) 822337
"12 Walwyn Close, Bath",BA2 1SX,(01225) 774081
"Brookfield House, Vaggs Hill, Southwick",BA14 9NA,(01373) 088274
"Garden Maisonette, 1 Rochfort Place, Bath",BA2 6PB,(01225) 254148
"Klondyke House, Claverton Down Road, Claverton Down",BA2 7AB,(01225) 880211
"The Old School House, West Street, Ilchester",BA22 8NW,(01935) 254853
"6 Manor Court, Horsington",BA8 0ET,(01963) 437505
"40 Rodden Road, Frome",BA11 2AE,(01373) 586860
"The Old Quarry House, Hardings Lane, North Cheriton",BA8 0AJ,(01963) 850512
"63 White Street, Horningsham",BA12 7LH,(01985) 058435
"Lyncombe Grove, Lyncombe Vale Road, Bath",BA2 4LR,(01225) 332177
"6 Monmouth Drive, Frome",BA11 2DR,(01373) 068240
"Camel Leas, Babcary Road, South Barrow",BA22 7LE,(01935) 027504
"6 Mells Lane, Radstock",BA3 3NN,(01761) 720717
"54 Wells Road, Bath",BA2 3AR,(01225) 183450
"29 Brimsmore, Yeovil",BA21 3NZ,(01935) 142724
"7 Bath Road, Peasedown St John",BA2 8DX,(01225) 416466
"31 Maple Close, Street",BA16 0JD,(01458) 103311
"14 Old Mill Way, Wells",BA5 2JU,(01458) 466053
"2 Riverside Court, St Johns Road, Bathwick",BA2 6PD,(01225) 102125
"57 Minster Way, Bath",BA2 6RJ,(01225) 466767
"2 The Sisters, Shepton Mallet",BA4 5UA,(01749) 630410
"Monkton House, Warminster Road, Monkton Combe",BA2 7HZ,(01225) 004142
"6 Worcester Place, Bath",BA1 6QP,(01225) 112065
"279 Preston Road, Yeovil",BA20 2EP,(01935) 476618
"Berick, Kings Hill, Chilthorne Domer",BA22 8RX,(01935) 740351
"6 Brougham Place, Bath",BA1 6SJ,(01225) 113103
"10 Upper Pitching, Chilcompton",BA3 4HS,(01761) 658165
"1 Bubwith Cottages, Wookey Hole",BA5 1AZ,(01458) 023817
"11 Sheephouse Drive, Bruton",BA10 0FE,(01963) 172272
"2 Pursey Avenue, Street",BA16 0SJ,(01458) 345824
"4 Thicket Mead, Midsomer Norton",BA3 2SX,(01761) 287587
"11 Old Wells Road, Glastonbury",BA6 8ED,(01458) 628371
"3 Westhall Road, Bath",BA1 3BQ,(01225) 082013
"5A Darlington Street, Bath",BA2 4EA,(01225) 181836
"2B Loddon Way, Bradford-On-Avon",BA15 1HG,(01225) 454578
"4 Eastfield, Shepton Mallet",BA4 5TU,(01749) 578662
"51A Whitbourne Moor, Corsley",BA12 7QL,(01373) 214734
"39A Priory Glade, Yeovil",BA21 3SQ,(01935) 530258
"5 The Mount, Frome",BA11 5EB,(01373) 265321
"The Forge, East Street Lane, West Pennard",BA6 8NJ,(01458) 538063
"18 St. Georges Court, St Georges Road, Semington",BA14 6GA,(01380) 803715
"Tower House, Kelston",BA1 9AF,(01225) 266457
"7 Woodpecker Drive, Trowbridge",BA14 7FX,(01985) 812520
"Yeovil Service Station, Sherborne Road, Yeovil",BA21 5BQ,(01935) 508454
"6 The Orchards, South Horrington Village",BA5 3NP,(01749) 863106
"Flat 8, Millennium Court, 376 Wellsway, Bath",BA2 5RN,(01225) 408268
"84 Lambrok Road, Trowbridge",BA14 9HD,(01373) 285113
"34 Manor Park, Bath",BA1 3RJ,(01225) 400206
"9 Wallbridge Gardens, Frome",BA11 1RJ,(01373) 252068
"45 Greenacres, Bath",BA1 4NP,(01225) 451782
"2 Old Quarry, Bath",BA2 2BP,(01225) 624535
"29 Catherine Way, Batheaston",BA1 7NY,(01225) 360507
"42 Manor Close, Wellow",BA2 8RA,(01225) 156541
"2 Lower Bagborough Cottages, Bagborough Lane, Pylle",BA4 6QP,(01749) 782603
"Unit 6, The Industrial Quarter, Foxcote Avenue, Bath Business Park",BA2 8SF,(01225) 806786
"3 Latchams Drive, Street",BA16 0FU,(01458) 115610
"210 The Hollow, Bath",BA2 1NG,(01225) 817723
"2 Ivythorn Cottages, Prestleigh",BA4 4NF,(01749) 223347
"June Cottage, Chetcombe Road, Mere",BA12 6AZ,(01747) 868310
"1 Braysdown House, Braysdown, Peasedown St John",BA2 8LL,(01761) 132152
"25 Goldcroft, Yeovil",BA21 4DG,(01935) 281326
"1 Stonefield Court, Frome",BA11 1FH,(01373) 555168
"Brookfield House, Vaggs Hill, Southwick",BA14 9NA,(01373) 728711
"8 Grosvenor Terrace, Bath",BA1 6SR,(01225) 182443
"7 Halletts Orchard, Tintinhull",BA22 8DY,(01935) 456186
"Holmwood House, Rode",BA11 6PY,(01373) 182258
"17 Fisher Close, Midsomer Norton",BA3 2FH,(01761) 365801
"10 Hawkesmead Close, Norton St Philip",BA2 7PP,(01373) 564724
"364 Horse Road, Trowbridge",BA14 7PB,(01225) 737466
"3 Danvers Way, Westbury",BA13 3UE,(01985) 102118
"92 Ushers Court, Trowbridge",BA14 8GE,(01225) 747271
"19 Churchill Close, Wells",BA5 3HY,(01749) 111823
"30 High Street, Midsomer Norton",BA3 2DW,(01761) 474565
"24 Bedford Road, Yeovil",BA21 5UQ,(01935) 010637
"6 New Close, Street",BA16 0RP,(01458) 707572
"Amberlea, Newtown, West Pennard",BA6 8NN,(01458) 061214
"Hill Farm House, Gloucester Road, Upper Swainswick",BA1 8BR,(01225) 616376
"16 Innox Grove, Englishcombe",BA2 9DX,(01225) 070028
"7 East Court, South Horrington Village",BA5 3HL,(01749) 344761
"111 Lower Oldfield Park, Bath",BA2 3HR,(01225) 452585
"West Coker Garage & Stores, High Street, West Coker",BA22 9AN,(01935) 180070
"The Maltsters Cottage, 7 Riverway, Trowbridge",BA14 8LL,(01225) 354622
"13 Albert Road, Trowbridge",BA14 7LP,(01225) 627364
"11 Lower Northend, Batheaston",BA1 7EZ,(01225) 081016
"12 Runnymede Road, Yeovil",BA21 5RF,(01935) 355658
"58 Kingfisher Drive, Westbury",BA13 3XN,(01985) 881721
"Flat 1-5, 14 North Parade, Bath",BA2 4AJ,(01225) 264453
"18 Suffolk Road, Westbury",BA13 3UL,(01985) 537106
"2 Dahlia Gardens, Bath",BA2 6NP,(01225) 263268
"1 Bishops Mill Apartments, West Street, Wells",BA5 2HH,(01749) 537811
"3 Manor Road, Mere",BA12 6HY,(01747) 646734
"1 Bubwith Cottages, Wookey Hole",BA5 1AZ,(01458) 850826
"Cutlers Cottage, Pilton",BA4 4NY,(01749) 224660
"8 Grebe Road, Houndstone",BA22 8FY,(01935) 332483
"37 Legion Road, Yeovil",BA21 3AZ,(01935) 653276
"Flat, 8 George Street, Warminster",BA12 8QA,(01985) 026828
"13 Frome Road, Radstock",BA3 3JX,(01761) 662081
"Nettleton House, Marston Magna",BA22 8DU,(01935) 036623
"5 Burleigh Gardens, Bath",BA1 3RR,(01225) 144546
"4 Orchard Cottages, Croscombe",BA5 3RJ,(01749) 086310
"54 Blackthorn Way, Staverton",BA14 8UB,(01225) 417004
"Lower Clewes, West Road, Midsomer Norton",BA3 2TH,(01761) 672646
"The Old Rectory, Church Hill, Writhlington",BA3 5TZ,(01761) 327718
"3 Spring Meadows, Trowbridge",BA14 0HD,(01373) 681451
"3 Rectory Road, Shepton Mallet",BA4 5DB,(01749) 054203
"8 Amour Acre, Trowbridge",BA14 7BU,(01985) 642147
"1A Portway Lane, Warminster",BA12 8RB,(01985) 015780
"14 Blagdon Walk, Frome",BA11 2YH,(01373) 278432
"16 Stonehill, Street",BA16 0PB,(01458) 814584
"Westerly, West Lane, Croscombe",BA5 3RD,(01749) 278236
"The Cottage, 21 Steam Mills, Midsomer Norton",BA3 2JZ,(01761) 542878
"Kismet, Fayreway, Croscombe",BA5 3RQ,(01749) 816522
"8 Old Track, Limpley Stoke",BA2 7GY,(01225) 180264
"4 Kings Mead, Bratton",BA13 4TJ,(01985) 453816
"Hamel, Bruton Road, Evercreech",BA4 6HY,(01749) 727658
"1 Manor Copse Road, Writhlington",BA3 3LA,(01761) 081301
"108 North Road, Midsomer Norton",BA3 2QW,(01761) 354043
"7 Lynfield Park, Bath",BA1 4ER,(01225) 628685
"72 Newton Road, Bath",BA2 1RW,(01225) 082337
"5 Chislett House, Northload Street, Glastonbury",BA6 9FP,(01458) 255071
"Flat 9, Hanover Court, Jubilee Close, Castle Cary",BA7 7HR,(01963) 464884
"55 Chilkwell Street, Glastonbury",BA6 8DE,(01458) 100056
"64 Frome Road, Bath",BA2 2QE,(01225) 158320
"12 Folly Field, Bradford-On-Avon",BA15 1XA,(01225) 423062
"Haythorn House, Stoberry Park, Wells",BA5 3LD,(01749) 060357
"88 Broxburn Road, Warminster",BA12 8EZ,(01985) 334000
"23 Portway Gardens, Frome",BA11 1PQ,(01373) 607742
"12 St Peters Terrace, Bath",BA2 3BT,(01225) 442637
"79 Lower Westwood",BA15 2AE,(01225) 448220
"43 Lansdown Lane, Bath",BA1 4JL,(01225) 821775
"Reedley House, Podimore",BA22 8JE,(01935) 285427
"7 The Teasels, Warminster",BA12 8NU,(01985) 410511
"14 Greater Lane, Edington",BA13 4QP,(01985) 527434
"11 High Green, Easton",BA5 1EG,(01458) 460207
"23 Birchfield Road, Yeovil",BA21 5RN,(01935) 674380
"Ash House, Shaftesbury Road, Henstridge",BA8 0PP,(01963) 847033
"Worth Cottage, Bath Road, Haydon",BA5 3EG,(01749) 212675
"Unit K6, The Courtyard, Jenson Avenue, Commerce Park",BA11 2FG,(01373) 371048
