Address,Postcode,Phone number
"Apartment 3, Ellesmere House, 16 - 17 High Street, Canterbury",CT1 2JE,(01227) 188482
"10 Tannery Mews, Canterbury",CT1 2ND,(01227) 453134
"Kismet, Hardy Road, St Margarets At Cliffe",CT15 6HH,(01304) 626777
"25 Oaks Road, Folkestone",CT20 3JY,(01303) 080410
"23 Broad Oak Road, Canterbury",CT2 7PL,(01227) 421203
"4 Curzon Avenue, Folkestone",CT20 2LZ,(01303) 520126
"34 Buckland Avenue, Dover",CT16 2NP,(01304) 803768
"Lynhurst, Crown Lane, Stelling Minnis",CT4 6AT,(01227) 266412
"8 Selbey Close, Herne Bay",CT6 6UN,(01227) 850525
"23 Albany Drive, Herne Bay",CT6 8PS,(01227) 168448
"1 Swingate Cottages, Swingate",CT15 5DP,(01304) 332181
"Denne Hill Stables, Womenswold",CT4 6HD,(01227) 067253
"25 Seymour Avenue, Whitstable",CT5 1RY,(01227) 615547
"53 Edgar Road, Cliftonville",CT9 2EQ,(01843) 828721
"10 Pembroke Avenue, Westbrook",CT9 5EA,(01843) 516665
"1 Whitehall, Princes Drive, Sandwich Bay",CT13 9PR,(01843) 870317
"36 Sandown Road, Deal",CT14 6PG,(01304) 243050
"116 Templeside, Temple Ewell",CT16 3BD,(01304) 417602
"89 Mount Road, Canterbury",CT1 1YF,(01227) 771344
"27 Stanley Road, Broadstairs",CT10 1DA,(01843) 252687
"12 Monastery Avenue, Dover",CT16 1AB,(01304) 525330
"2 Bramley Way, Preston",CT3 1FH,(01843) 477103
"13 Noahs Ark Terrace, Dover",CT17 0DJ,(01304) 741745
"8 Cheriton Place, Walmer",CT14 7DT,(01304) 015487
"60 - 61 Palace Street, Canterbury",CT1 2DY,(01227) 228561
"Egmont, Meadow View Road, Shepherdswell",CT15 7PL,(01304) 016415
"39 Friars Close, Whitstable",CT5 1NU,(01227) 642577
"43 Northdown Park Road, Cliftonville",CT9 2TH,(01843) 815220
"Flat 4, 89 Central Parade, Herne Bay",CT6 5JJ,(01227) 503164
"21 St Georges Terrace, Herne Bay",CT6 8RH,(01227) 610655
"Highfield, Vicarage Lane, Nonington",CT15 4JT,(01227) 874308
"22 Herschell Square, Walmer",CT14 7SF,(01304) 247041
"256 Mill Road, Deal",CT14 9BE,(01304) 727384
"26 Spire Avenue, Whitstable",CT5 3DS,(01227) 082036
"57 Addiscombe Road, Margate",CT9 2SY,(01843) 200840
"St. Michaels Church, Church Hill, Old Hawkinge",CT18 7SG,(01303) 835012
"5 Avenue Road, Ramsgate",CT11 8ET,(01843) 100654
"323 Margate Road, Ramsgate",CT12 6TG,(01843) 670007
"3 St Francis Close, Margate",CT9 3XG,(01843) 687480
"1 Harton Cottages, Ashley",CT15 5HS,(01304) 051132
"Dingley Dell, Stone Street, Westenhanger",CT21 4HT,(01303) 225774
"Pryer House, The Street, Preston",CT3 1ED,(01843) 588526
"6 The Parade, Broadstairs",CT10 1NB,(01843) 607440
"First Floor Flat, 78 Guildhall Street, Folkestone",CT20 1EG,(01303) 277683
"8 Stone Bay Court, Broadstairs",CT10 1ST,(01843) 482776
"39 Millyard Road, Aylesham",CT3 3FN,(01227) 755428
"Flat, 4 St Alphege Court, Whitstable",CT5 1QX,(01227) 517272
"63 London Road, Deal",CT14 9TG,(01304) 871824
"8 Poulders Road, Sandwich",CT13 0BB,(01843) 070747
"Plum Tree Cottage, Shuart Lane, St Nicholas At Wade",CT7 0NG,(01843) 832411
"Spindleberry, Canterbury Road, Chilham",CT4 8AE,(01227) 830003
"1 Merlin Villas, Margate",CT9 1RZ,(01843) 255427
"7 Green Cloth Mews, Canterbury",CT1 1HY,(01227) 040853
"48A Vale Road, Ramsgate",CT11 9LS,(01843) 360647
"29 West Cliff, Whitstable",CT5 1DL,(01227) 157571
"10 Cliffside Drive, Broadstairs",CT10 1RX,(01843) 703643
"70 Shaftesbury Avenue, Folkestone",CT19 4LP,(01303) 068618
"9 Mount Pleasant Road, Folkestone",CT20 1HU,(01303) 711372
"1 St Margarets Street, Canterbury",CT1 2TT,(01227) 446444
"Bush Farm, Pay Street, Hawkinge",CT18 7EA,(01303) 710186
"17 Beresford Road, Ramsgate",CT11 9BH,(01843) 174738
"Caretakers House, Park Farm Road, Folkestone",CT19 5DN,(01303) 554172
"9 Hunters Walk, Sholden",CT14 9WF,(01304) 827724
"85 London Road, Ramsgate",CT11 0DW,(01843) 563886
"11 Filmer Road, Bridge",CT4 5NB,(01227) 837538
"2 Guthrie Gardens, Dover",CT17 0PW,(01304) 524463
"42A Bouverie Road West, Folkestone",CT20 2RU,(01303) 888115
"204 Downs Road, Walmer",CT14 7TN,(01304) 152757
"Old Oak Cottage 2, Mount Pleasant, Buckland Lane, Staple",CT3 1LA,(01227) 366841
"3 Shapland Close, Herne Bay",CT6 6UG,(01227) 228614
"145 Beach Street, Deal",CT14 6JT,(01304) 805557
"39 South Road, Dover",CT17 0EB,(01304) 268200
"5 Princess Margaret Avenue, Ramsgate",CT12 6JP,(01843) 814362
"15 The Grange, Seasalter",CT5 4SR,(01227) 023286
"12 Cherry Gardens, Elham",CT4 6SZ,(01303) 021777
"233 Shalmsford Street, Chartham",CT4 7PY,(01227) 384421
"107 Hollands Avenue, Folkestone",CT19 6PP,(01303) 657153
"Flat 1, Beach Court, 3 Nash Gardens, Broadstairs",CT10 1ER,(01843) 766076
"Flat 2, Belvue, 7 Chandos Square, Broadstairs",CT10 1QN,(01843) 131628
"15 Stone Gardens, Broadstairs",CT10 1EA,(01843) 354712
"Finglesham Grange, West Street, Finglesham",CT14 0NQ,(01304) 628454
"27 Royal Esplanade, Ramsgate",CT11 0HE,(01843) 461226
"15B Westcliff Road, Margate",CT9 5DN,(01843) 041460
"87 Southwood Road, Ramsgate",CT11 0AW,(01843) 883233
"3 Pomfret Houses, Chartham",CT4 7QA,(01227) 363476
"128 New Dover Road, Capel Le Ferne",CT18 7JR,(01303) 008548
"69 London Road, Dover",CT17 0SP,(01304) 363271
"3 Arden Grange, Chilham",CT4 8DR,(01227) 546823
"8 Sun Street, Canterbury",CT1 2HX,(01227) 488686
"River Cottage, Wingmore",CT4 6LT,(01303) 753338
"13 Nelson Court, Birchington",CT7 9LH,(01843) 126071
"32 Winstanley Crescent, Ramsgate",CT11 7SS,(01843) 235805
"3 Hawthorn Avenue, Canterbury",CT2 7PR,(01227) 508547
"7 Chart Road, Folkestone",CT19 4EN,(01303) 820331
"3 Chatsworth Mews, Ramsgate",CT11 9PZ,(01843) 283073
"8 Cornwall Gardens, Canterbury",CT1 1RX,(01227) 838145
"32 Oaklands Way, Sturry",CT2 0EP,(01227) 516080
"The Granary, Shelvingford, Hoath",CT3 4LG,(01227) 730163
"5 Copperfield Court, Rectory Road, Broadstairs",CT10 1HE,(01843) 145687
"34 St Georges Place, Canterbury",CT1 1XB,(01227) 418330
"19 Kendal Rise, St Peters",CT10 1AT,(01843) 783072
"61 Woodnesborough Road, Sandwich",CT13 0AB,(01843) 748837
"The Gamble, Sarre Court, Sarre",CT7 0LD,(01843) 057651
"4 Castle Walk, Deal",CT14 6TF,(01304) 221404
"59 Ethelbert Road, Margate",CT9 1SD,(01843) 858788
"20 Lady Garne Road, West Hougham",CT15 7BA,(01304) 123421
"60 Camden Road, Broadstairs",CT10 3DS,(01843) 486163
"19 Cunningham Crescent, Birchington",CT7 9LE,(01843) 072676
"6 Norrington Mead, Folkestone",CT19 5TF,(01303) 346328
"45 Irvine Drive, Margate",CT9 3XS,(01843) 826662
"21 Harnet Street, Sandwich",CT13 9ES,(01843) 180314
"The Old Gymnasium, Christ Church Road, Folkestone",CT20 2SU,(01303) 877258
"27 Foreland Avenue, Folkestone",CT19 6DU,(01303) 141801
"1 Reculver Close, Herne Bay",CT6 6RW,(01227) 083664
"37 Leyburne Road, Dover",CT16 1SL,(01304) 367316
"7 Hanover Street, Herne Bay",CT6 5RN,(01227) 003478
"10 Priest Walk, Swalecliffe",CT5 2QN,(01227) 268333
"3 Curlew Close, Herne Bay",CT6 7XR,(01227) 532075
"226 Horn Street, Folkestone",CT20 3JB,(01303) 705627
"Ye Olde Thatch, Split Lane, Stelling Minnis",CT4 6DT,(01227) 160360
"36 The Bayle, Folkestone",CT20 1SQ,(01303) 580154
"5 Langdown Place, Eythorne",CT15 4AZ,(01304) 061407
"18 Violet Avenue, Ramsgate",CT12 6TJ,(01843) 344140
"20 The Grove, Barham",CT4 6PP,(01227) 617782
"Flat 2, 39 Albion Street, Broadstairs",CT10 1NE,(01843) 872434
"1 Ottawa Crescent, Dover",CT16 2HZ,(01304) 452777
"46 Devonshire Gardens, Cliftonville",CT9 3AD,(01843) 873552
"Carmbria, Borstal Avenue, Whitstable",CT5 4NX,(01227) 146204
"Flat 3, Napier Court, Napier Road, Broadstairs",CT10 2TY,(01843) 411846
"6 Harvey Avenue, Deal",CT14 7DW,(01304) 774588
"6A Queens Gardens, Broadstairs",CT10 1QE,(01843) 147231
"40 Allenby Road, Ramsgate",CT12 6BA,(01843) 683303
"Gasco House, Lay Lane, Ash",CT3 2BQ,(01843) 057045
"21 Meverall Avenue, Cliffsend",CT12 5JE,(01843) 116310
"57 Spenser Road, Herne Bay",CT6 6AR,(01227) 703254
"126 Northdown Road, Margate",CT9 2RB,(01843) 438326
"19 Lancaster House, Lancaster Road, Dover",CT17 9BB,(01304) 371188
"Flat 7, Christchurch House, 26 - 28 Christ Church Road, Folkestone",CT20 2SL,(01303) 545732
"13 Alexandra Road, Kingsdown",CT14 8DS,(01304) 281884
"31 Daimler Avenue, Herne Bay",CT6 8AG,(01227) 827278
"32 Bartholomew Street, Hythe",CT21 5BT,(01303) 036102
"Omega, Barn Close, Yorkletts",CT5 3AF,(01227) 300744
"80 Queens Road, Whitstable",CT5 2JQ,(01227) 564486
"40 Noble Gardens, Margate",CT9 5LD,(01843) 144730
"186 Reculver Road, Herne Bay",CT6 6QR,(01227) 418472
"Barton Cottage, The Street, Worth",CT14 0DE,(01843) 672124
"237 London Road, Deal",CT14 9PW,(01304) 474238
"6 Rochester Court, Rochester Avenue, Canterbury",CT1 3YF,(01227) 326002
"25 St Stephens Road, Canterbury",CT2 7JD,(01227) 425815
"101 Windermere Avenue, Ramsgate",CT11 0QD,(01843) 377577
"Brooklands, Pean Hill, Whitstable",CT5 3BB,(01227) 336842
"58 Norfolk Road, Cliftonville",CT9 2HZ,(01843) 600584
"48 Wakefield Way, Hythe",CT21 6HU,(01303) 335656
"240 Canterbury Road, Margate",CT9 5JB,(01843) 600308
"Basement Flat, 20 Victoria Park, Dover",CT16 1QS,(01304) 063041
"Bankside House, Dymchurch Road, Hythe",CT21 5AX,(01303) 237684
"41 Castle Road, Whitstable",CT5 2EA,(01227) 511336
"Surprise House, The Street, Acol",CT7 0JA,(01843) 874178
"108 Minnis Lane, Dover",CT17 0PU,(01304) 248721
"Sky Cottage, Blooden, Adisham",CT3 3JG,(01227) 414675
"95 Downs Road, Folkestone",CT19 5PS,(01303) 140747
"Flat 2, James House, Park Avenue, Dover",CT16 1HR,(01304) 313481
"8 Farm Lane, Sholden",CT14 0PW,(01304) 048553
"2 Walnut Cottages, The Green, Eythorne",CT15 4BW,(01304) 364176
"7 Mill Road, Hythe",CT21 5LT,(01303) 050580
"3 Orchard End, Ramsgate",CT11 0HF,(01843) 158413
"12 Archer Road, Folkestone",CT19 5RZ,(01303) 704575
"Calcott House, Calcott, Sturry",CT3 4NB,(01227) 167227
"20 Harold Road, Deal",CT14 6QH,(01304) 276141
"David Copperfield, Westwood Road, Broadstairs",CT10 2NN,(01843) 540773
"62 Laleham Road, Margate",CT9 3QD,(01843) 714526
"Flat 4, Bridgehill House, Higham Lane, Bridge",CT4 5AY,(01227) 440587
"10 St Johns Road, Whitstable",CT5 2QU,(01227) 713331
"70 Stockdale Gardens, Deal",CT14 9BL,(01304) 176073
"1 Allenby Road, Ramsgate",CT12 6BB,(01843) 723145
"9 Court Lane, Preston",CT3 1DJ,(01227) 410080
"24 Church Way, Whitstable",CT5 2NN,(01227) 773632
"36 Southernwood Rise, Folkestone",CT20 3NW,(01303) 418704
"3 Clifton Lawn, Ramsgate",CT11 9PB,(01843) 046188
"Covert House, Palmstead, Upper Hardres",CT4 6EF,(01227) 633023
"3 Loxford Lodge, Sandgate",CT20 3SS,(01303) 007665
"1 Arsenal Terrace, Deal",CT14 6RQ,(01304) 221757
"3 Ransome Way, Birchington",CT7 0DQ,(01843) 163521
"6 Great Conduit Street, Hythe",CT21 5AQ,(01303) 816284
"138 Beacon Road, Broadstairs",CT10 3DQ,(01843) 124117
"39 Beaconsfield Road, Deal",CT14 7DA,(01304) 388750
"20 Westcliff Gardens, Margate",CT9 5DT,(01843) 231523
"2 Prospect Mews, Broadstairs",CT10 1LQ,(01843) 866685
"5 The Old Coachworks, Delf Street, Sandwich",CT13 9HD,(01843) 074518
"8 Austin Avenue, Herne Bay",CT6 8BA,(01227) 612883
"3 Greenhill Close, Minster",CT12 4ER,(01843) 875536
"48 Fitzgerald Avenue, Herne Bay",CT6 8NA,(01227) 240278
"4 Consul Close, Herne Bay",CT6 8EB,(01227) 885341
"8 Clarendon Street, Dover",CT17 9RE,(01304) 521413
"27 Holbrook Drive, Newington",CT12 6DY,(01843) 884155
"3 Dane John Cottages, Canterbury",CT1 3PR,(01227) 788600
"26 Scholars Close, Deal",CT14 9FA,(01304) 631363
"Flat 10, Broadhall Manor, Foreland Heights, Broadstairs",CT10 3FP,(01843) 366435
"Meadowbank, 31 Blean Hill, Blean",CT2 9EF,(01227) 128108
"3 Queens Courtyard, Dover",CT17 9BF,(01304) 608442
"5 Ottawa Crescent, Dover",CT16 2HZ,(01304) 862174
"166 Dane Valley Road, Margate",CT9 3RL,(01843) 236726
"Flat 6, Frances Court, 117 High Street, Herne Bay",CT6 5LA,(01227) 862888
"28 Campbell Road, Walmer",CT14 7EG,(01304) 235531
"White House, St Martins Avenue, Canterbury",CT1 1QQ,(01227) 344454
"White Lodge, Acrise",CT18 8JY,(01303) 286227
"35 Highfield Close, Rough Common",CT2 9DX,(01227) 832280
"162 Mill Road, Deal",CT14 9BA,(01304) 031113
"Flat 2, 3 Wye Gardens, Cliftonville",CT9 3JL,(01843) 676275
"8 Maple Gardens, Hersden",CT3 4HZ,(01227) 528048
"8 Durnford Close, Canterbury",CT2 7RY,(01227) 636862
"17 Dering Road, Bridge",CT4 5NA,(01227) 001504
"8 Charles Street, Herne Bay",CT6 5JF,(01227) 636666
"Flat 10, 34 Dalby Square, Cliftonville",CT9 2EP,(01843) 841750
"Flat 2, Seascape, The Esplanade, Sandgate",CT20 3DX,(01303) 487144
"Flat 13, Poldark Court, Victoria Parade, Ramsgate",CT11 8DA,(01843) 372680
"1 Eddington Lane, Herne Bay",CT6 5TG,(01227) 431053
"67 Campbell Road, Walmer",CT14 7EF,(01304) 554146
"1 Nottingham Road, Birchington",CT7 0EH,(01843) 342081
"32 St Winifred Road, Folkestone",CT19 4BW,(01303) 515623
"Flat 3, 152 Minnis Road, Birchington",CT7 9QF,(01843) 241785
"1 High Street, Canterbury",CT1 2JH,(01227) 515437
"59A Herne Street, Herne Bay",CT6 7JD,(01227) 185771
"38 Church Lane, Deal",CT14 9QJ,(01304) 837444
"1 May Street, Herne Bay",CT6 6TP,(01227) 201186
"265 Margate Road, Ramsgate",CT12 6TE,(01843) 153850
"Kingsgate College, Convent Road, Broadstairs",CT10 3PX,(01843) 260265
"2 Listways Cottages, Aylesham",CT3 3HR,(01227) 856218
"2 Brambleton Close, Stelling Minnis",CT4 6BF,(01227) 220852
"Whitebeam, Gore Lane, Eastry",CT13 0LQ,(01304) 584584
"10 Green Road, Birchington",CT7 9JZ,(01843) 502075
"The Heathers, 3A Gilham Grove, Deal",CT14 9AX,(01304) 865728
"2 Beach Mews, Kingsdown",CT14 8AP,(01304) 238461
"1 Longbridge Terrace, Hythe",CT21 6LR,(01303) 403113
"39 High Street, Bridge",CT4 5JZ,(01227) 611036
"9 St Pauls Court, St Pauls Way, Folkestone",CT20 3NX,(01303) 875678
"103 The Broadway, Herne Bay",CT6 8EY,(01227) 248321
"3 Queen Victoria Row, Dover",CT16 1DS,(01304) 512063
"32 Brandon Way, Birchington",CT7 9XE,(01843) 776616
"35 Claremont Place, Canterbury",CT1 3SU,(01227) 412777
"2 Bakery Mews, Margate",CT9 1TZ,(01843) 775421
"Flat 5, Rutland House, Rutland Avenue, Margate",CT9 3AU,(01843) 150163
"23A Bellevue Road, Ramsgate",CT11 8JT,(01843) 530406
"34 Donnahay Road, Ramsgate",CT12 6RW,(01843) 472160
"Flat 14, Regency Court, St Augustines Road, Ramsgate",CT11 9PN,(01843) 117231
"Wrenwood, Kingsdown Road, Walmer",CT14 8AS,(01304) 471874
"18 Harvey Place, Folkestone",CT20 1AT,(01303) 580707
"2 The Street, Petham",CT4 5QX,(01227) 853440
"1 Lincoln Close, Whitstable",CT5 2NU,(01227) 588512
"22 North Barrack Road, Walmer",CT14 7DU,(01304) 753254
"58 St Johns Street, Folkestone",CT20 1JB,(01303) 615027
"3 Esmonde Drive, Manston",CT12 5LY,(01843) 285361
"Brown Cottage, St Margarets Road, St Margarets Bay",CT15 6EG,(01304) 450013
"7 Beacon Avenue, Herne Bay",CT6 6JW,(01227) 723645
"21 Cox Drive, Hawkinge",CT18 7TZ,(01303) 186387
"22 Greenhill Gardens, Herne Bay",CT6 8NU,(01227) 567631
"Holiday Inn, Tothill Street, Minster",CT12 4AY,(01843) 203603
"5 St Andrews Road, Deal",CT14 6AX,(01304) 566445
"Fossdene, Waltham Road, Waltham",CT4 5RZ,(01227) 527032
"179 Ramsgate Road, Broadstairs",CT10 2EW,(01843) 881674
"3 Eastry Mews, Eastry",CT13 0QA,(01843) 155326
"151 Shalmsford Street, Chartham",CT4 7QX,(01227) 701488
"40 Railway Avenue, Whitstable",CT5 1LH,(01227) 164131
"10 Longfield Road, Dover",CT17 9QU,(01304) 016884
"2 Waters End, Temple Ewell",CT16 3PA,(01304) 370536
"Flat 3, 11 St Peters Road, Margate",CT9 1TF,(01843) 751770
"10 Wellington Gardens, Margate",CT9 1SR,(01843) 074863
"3 Criol Way, Sholden",CT14 0EX,(01304) 652817
"The Old Kent Barn, Swingfield",CT15 7HF,(01303) 308202
"2 Spence Close, Hawkinge",CT18 7NZ,(01303) 563844
"Hares Cottage, Shottenden",CT4 8JE,(01227) 143287
"Buckland Press Group Ltd, Barwick Road, Dover",CT17 0LG,(01304) 417830
"7 Fair Oaks, Herne Bay",CT6 6EU,(01227) 671572
"26 Devon Gardens, Birchington",CT7 9SS,(01843) 044215
"3 Staines Hill, Sturry",CT2 0EN,(01227) 258307
"8 Hillside Street, Hythe",CT21 5EJ,(01303) 804460
"44 Kent Gardens, Birchington",CT7 9RY,(01843) 267112
"5 Park Street, Dover",CT16 1EP,(01304) 162657
"1 Monkton Gardens, Cliftonville",CT9 3HN,(01843) 335300
"Chandor, Hurst Lane, Capel Le Ferne",CT18 7EZ,(01303) 540483
"8 Ethelbert Road, Margate",CT9 1RY,(01843) 608756
"4 Victoria Street, Whitstable",CT5 1JA,(01227) 062408
"3 Castle Hill Road, Dover",CT16 1QG,(01304) 236142
"5 Pharos Drive, Dover",CT16 1AF,(01304) 500884
"28 Fairfield Road, Ramsgate",CT11 7BD,(01843) 873526
"9 Rowan Close, Sturry",CT2 0JB,(01227) 147268
"1 Colburn Road, Broadstairs",CT10 1SE,(01843) 773331
"28 Lonsdale Avenue, Margate",CT9 3BY,(01843) 107755
"7 Church Wood Close, Rough Common",CT2 9BT,(01227) 312847
"15 Marshall Street, Folkestone",CT19 6EN,(01303) 040333
"Flat 3, 19 Ethelbert Road, Canterbury",CT1 3ND,(01227) 882006
"Northgate House, Hawksdown, Walmer",CT14 7PN,(01304) 157061
"17 Winant Way, Dover",CT16 2AX,(01304) 372154
"Unit 10, Hedgend Industrial Estate, Shuart Lane, St Nicholas At Wade",CT7 0NB,(01843) 331417
"Unit 1, Malmains Farm House, Slip Lane, Alkham",CT15 7DD,(01304) 751102
"40 Westfield Road, Margate",CT9 5NY,(01843) 710465
"11 Hunters Walk, Sholden",CT14 9WF,(01304) 507310
"17 The Ridings, Chestfield",CT5 3PE,(01227) 342305
"22 Rhodes Gardens, Broadstairs",CT10 1BU,(01843) 046732
"1 Armourers Walk, Dover",CT16 2DT,(01304) 250824
"3 Fern Close, Chestfield",CT5 3JU,(01227) 154450
"2A Albany Drive, Herne Bay",CT6 8PP,(01227) 630062
"5 Mead Road, Folkestone",CT19 5QY,(01303) 708336
"4 Harlequin Close, Herne Bay",CT6 5GW,(01227) 757601
"34 Island Road, Upstreet",CT3 4DA,(01227) 816064
"Roystons, Pilgrims Lane, Chilham",CT4 8AA,(01227) 865338
"172 Sturry Road, Canterbury",CT1 1DP,(01227) 024602
"4 Lerryn Gardens, Broadstairs",CT10 3BH,(01843) 073056
"8 Sholden Drive, Sholden",CT14 0EY,(01304) 287140
"30 Joy Lane, Whitstable",CT5 4LT,(01227) 453014
"11 Storey Crescent, Hawkinge",CT18 7TT,(01303) 512378
"Chantwood Associates, Shornecliffe Industrial Estate, Folkestone",CT20 3UH,(01303) 561642
"Guildford Lodge, Grams Road, Walmer",CT14 7PU,(01304) 157255
"10 The Meadows, Herne Bay",CT6 7XB,(01227) 216528
"90 Headcorn Drive, Canterbury",CT2 7TX,(01227) 265883
"75 - 77 Crabble Hill, Dover",CT17 0RY,(01304) 127546
"13 Shakespeare Road, Dover",CT17 9QW,(01304) 225460
"3 Hermitage Close, Hythe",CT21 6HZ,(01303) 167233
"4 Leslie Road, Birchington",CT7 9HG,(01843) 021806
"24 Western Avenue, Bridge",CT4 5LS,(01227) 384548
"2 Dragoon Place, Folkestone",CT20 3SZ,(01303) 020611
"110 Elms Vale Road, Dover",CT17 9PF,(01304) 138534
"Corner Cottage, Dane Street, Chilham",CT4 8ER,(01227) 821747
"1 Clay Court Cottages, Lower Hardres",CT4 5PG,(01227) 517682
"Arlun Dy, The Rise, St Margarets Bay",CT15 6DB,(01304) 872334
"2 Swift Crescent, Deal",CT14 9FQ,(01304) 105417
"32 King Street, Margate",CT9 1DA,(01843) 742625
"39 Cannon Street, Deal",CT14 6PZ,(01304) 115367
"1 Walnut Tree Mews, Hythe",CT21 5LW,(01303) 320551
"Nugent Cottage, Ashley",CT15 5HY,(01304) 683203
"1 St Margarets Street, Canterbury",CT1 2TT,(01227) 702126
"99 St Johns Road, Whitstable",CT5 2RZ,(01227) 165768
"11 Nethercourt Farm Road, Ramsgate",CT11 0RU,(01843) 817432
"6 Eaton Hill, Margate",CT9 1UT,(01843) 760205
"Flat 15, St Helens, Poplar Road, Broadstairs",CT10 2SJ,(01843) 341438
"2 Marlborough Road, Dover",CT17 9NB,(01304) 076501
"3 North Court Road, Wingham",CT3 1BN,(01227) 612663
"Kelowna, Church Road, Lyminge",CT18 8EH,(01303) 875315
"2 Kittington Cottages, Nonington",CT15 4ET,(01304) 240057
"11 Grummock Avenue, Ramsgate",CT11 0RR,(01843) 523600
"274 Dover Road, Folkestone",CT19 6NS,(01303) 786342
"Flat 2, 80A Queen Street, Ramsgate",CT11 9ER,(01843) 085265
"30 Fulmar Way, Herne Bay",CT6 6LF,(01227) 258817
"2 Bridge Road, Deal",CT14 6PQ,(01304) 533651
"16 Waldershare Avenue, Sandwich Bay",CT13 9PL,(01843) 268623
"3 South Street, Deal",CT14 7AW,(01304) 532465
"1 Colliery Lane, Woodnesborough",CT13 0FS,(01843) 805107
"Linnvale, Woodland Road, Lyminge",CT18 8DP,(01303) 855461
"Jolimont, Bowerland Lane, Chilham",CT4 8ED,(01227) 435614
"8 Felderland Close, Worth",CT14 0PB,(01843) 608356
"82 Roper Road, Canterbury",CT2 7RS,(01227) 344428
