Address,Postcode,Phone number
"High Edge Farm, Ridge Lane, Silsden",BD20 9JQ,(01756) 048233
"12A Skipton Road, Embsay",BD23 6QJ,(01756) 107587
"3 Pemberton Drive, Bradford",BD7 1RA,(01274) 784432
"Green House Farm Cottage, Binns Lane, Glusburn",BD20 8JJ,(01756) 361044
"1 Holme Street, Oxenhope",BD22 9HY,(01535) 057888
"156 Folkestone Street, Bradford",BD3 8AS,(01274) 116252
"76 Nibshaw Lane, Gomersal",BD19 4PD,(01274) 232567
"149 Mayo Avenue, Bradford",BD5 8HT,(01274) 867630
"5 Fulbeck Close, Allerton",BD15 7UE,(01274) 076553
"11 Thorn Street, Bradford",BD8 9NT,(01274) 135817
"12 Fanny Street, Shipley",BD18 4QB,(01274) 761070
"35 Southlands Road, Riddlesden",BD20 5HQ,(01535) 135622
"2 South View, Eastburn",BD20 7ST,(01535) 771784
"The Bungalow, West Lane, Baildon",BD17 5DW,(01274) 044436
"1 Cameron Avenue, Wyke",BD12 8RJ,(01422) 524770
"8 Coach House Close, Bradford",BD7 4DL,(01274) 250842
"6 Springswood Road, Shipley",BD18 3DG,(01274) 524584
"45 Southcliffe Drive, Baildon",BD17 5QX,(01274) 632417
"1 Hawthorne Road, Steeton",BD20 6FJ,(01535) 474171
"467 Harewood Street, Bradford",BD3 8AZ,(01274) 688264
"14 Eagle Street, Keighley",BD21 2DA,(01535) 807177
"37 School Street, Cullingworth",BD13 5HW,(01535) 543240
"33 Wrose Brow Road, Shipley",BD18 2NT,(01274) 502514
"2 Lister Croft, Thornton In Craven",BD23 3TX,(01756) 237676
"2 Thornton Street, Moorside",BD19 6LB,(01422) 346500
"8 Charnwood Grove, Bradford",BD2 3EB,(01274) 610242
"The Old Vicarage, Kildwick",BD20 9AE,(01756) 345314
"Valley View Farm, Keighley Road, Oxenhope",BD22 9FB,(01535) 304677
"Eshton Lodge Cottage, Eshton",BD23 3QE,(01756) 453042
"23 Roedhelm Road, East Morton",BD20 5RF,(01535) 834285
"2 Garden Close, Glusburn",BD20 8QF,(01535) 570357
"35 Providence Crescent, Oakworth",BD22 7QU,(01535) 215410
"6 Moor View Drive, Bingley",BD16 1UD,(01535) 423333
"Unit 11 Central Arcade, Cleckheaton",BD19 5DN,(01274) 472607
"5A Beech Square, Clayton",BD14 6BX,(01274) 686780
"52 Hudson View, Wyke",BD12 8HY,(01422) 117574
"287 Rooley Lane, West Bowling",BD5 8JZ,(01274) 176847
"78 Blackstone Avenue, Wyke",BD12 8SJ,(01422) 275761
"206 Toller Lane, Bradford",BD9 5BU,(01274) 821833
"11 Ghyll Close, Steeton",BD20 6PW,(01535) 556005
"35 Summerbridge Crescent, Gomersal",BD19 4LW,(01274) 764710
"50 Wycliffe Gardens, Shipley",BD18 3NH,(01274) 400871
"2 Bowness Avenue, Bradford",BD10 0JL,(01274) 518705
"59 Wesley Street, Cleckheaton",BD19 3PB,(01274) 872447
"2 The Wickets, Bradford",BD2 3JW,(01274) 517510
"5 Manor Fold, Cottingley",BD16 1TE,(01274) 153672
"918 Wakefield Road, Bradford",BD4 7QQ,(01274) 427324
"20 Kirkgate, Settle",BD24 9DZ,(01729) 007667
"110 East Parade, Keighley",BD21 5JA,(01535) 740331
"22 Ings Way, Bradford",BD8 0LL,(01274) 321674
"8 Rose Bank, Wyke",BD12 8PJ,(01274) 684326
"12 Westward Ho, Queensbury",BD13 2QE,(01422) 320478
"Oxley Cottage, Oxley Street, Low Moor",BD12 0AZ,(01274) 438302
"3 Sunfield Terrace, Marsh",BD19 5DA,(01274) 642484
"25 Sangster Way, Bradford",BD5 8LF,(01274) 123737
"Wenningber Farm, Hellifield",BD23 4JR,(01729) 768800
"165 Bradford Road, Shipley",BD18 3TP,(01274) 866723
"10 Skipton Road, Embsay",BD23 6QQ,(01756) 513785
"29 Terrington Crest, Clayton",BD14 6HG,(01274) 878751
"15 Whitaker Avenue, Bradford",BD2 3HL,(01274) 514823
"1 Railway Cottages, Selside",BD24 0HY,(01729) 240085
"34 Main Street, Wilsden",BD15 0EJ,(01535) 836820
"52 Brewery Lane, Queensbury",BD13 2SR,(01422) 572082
"180 Bradford Road, Clayton",BD14 6DD,(01274) 671815
"10 Ouse Street, Haworth",BD22 8LY,(01535) 044557
"24 Granby Lane, Keighley",BD20 5AY,(01535) 680620
"6 Parkway, Baildon",BD17 5RN,(01274) 325782
"109 Princeville Street, Bradford",BD7 2AW,(01274) 220236
"168 Harrogate Road, Bradford",BD2 3RH,(01274) 433320
"15 Swincliffe Close, Gomersal",BD19 4BG,(01274) 542243
"Hill Crest, Station Road, Threshfield",BD23 5EP,(01756) 484016
"Winterley House, Moorber Lane, Coniston Cold",BD23 4EQ,(01756) 120168
"7 Raeburn Drive, Bradford",BD6 2LL,(01274) 665131
"8 Highcroft Gardens, Keighley",BD21 4UZ,(01535) 864054
"Moor View Cottage, Thornton In Craven",BD23 3TJ,(01756) 510126
"87 New Cross Street, Bradford",BD5 8AQ,(01274) 627040
"1 Emmott Farm Fold, Haworth",BD22 8BQ,(01535) 354112
"128 Shipleyfields Road, Shipley",BD18 2DW,(01274) 313476
"7 Park Wood Drive, Skipton",BD23 1NG,(01756) 048548
"43 High Ash, Shipley",BD18 1NE,(01274) 256462
"5 Scar View, Settle",BD24 9JW,(01729) 008134
"31 Otley Road, Baildon",BD17 7HU,(01943) 363777
"26 Edensor Road, Keighley",BD21 2LS,(01535) 018830
"10 - 12 Brackendale, Bradford",BD10 0SJ,(01943) 644002
"72 Kingsway, Drighlington",BD11 1ET,(01274) 752825
"3 Pinfold Croft, Gargrave",BD23 3RW,(01756) 812288
"West Wing, Morton Hall, Green End Road, East Morton",BD20 5TY,(01535) 547351
"11 Camomile Court, Thornton",BD13 3NY,(01422) 283423
"55 West Royd Road, Shipley",BD18 2PG,(01274) 381346
"2 Dalacres Drive, Embsay",BD23 6RP,(01756) 828632
"9 Deanwood House, Deanwood Crescent, Allerton",BD15 9BY,(01274) 564704
"Apartment 3, Joseph House, Benn Gardens, Clayton",BD14 6HX,(01274) 763627
"19 Rand Street, Bradford",BD7 1RW,(01274) 770100
"167 Wyke Lane, Wyke",BD12 9EN,(01422) 888023
"66 Wharncliffe Drive, Bradford",BD2 3SX,(01274) 310716
"Unit 2 Spen Valley Industrial Park, Rawfolds",BD19 5LJ,(01274) 045878
"576 Hunsworth Lane, Bradford",BD4 6PU,(01274) 154702
"3 Albert Street, Wyke",BD12 9JN,(01422) 113166
"156 Westfield Lane, Idle",BD10 8UB,(01274) 055730
"12 Hartman Place, Bradford",BD9 5DN,(01274) 062321
"94 Broomhill Avenue, Keighley",BD21 1LW,(01535) 271244
"36 Rose Street, Keighley",BD21 4NL,(01535) 651487
"3 Carriage Fold, Cullingworth",BD13 5DW,(01535) 658060
"3 Scarwood Close, Bingley",BD16 4HY,(01535) 131536
"12 Spinners Way, Scholes",BD19 6NW,(01422) 768821
"21 Elmsley Street, Steeton",BD20 6SE,(01535) 414083
"77 Ranelagh Avenue, Bradford",BD10 0HF,(01274) 181837
"5 Hirds Yard, Skipton",BD23 2AF,(01756) 677440
"14 Queens Road, Bingley",BD16 2HA,(01535) 785363
"169 - 171 Westgate, Bradford",BD1 3AA,(01274) 785177
"1 Glenside, Carleton",BD23 3HP,(01756) 265411
"75 Staveley Road, Keighley",BD22 7DQ,(01535) 811573
"19 Collinfield Rise, Bradford",BD6 2SL,(01274) 753246
"39 Steadman Terrace, Bradford",BD3 9NB,(01274) 168761
"3 St Aidans Close, Bradford",BD6 3SU,(01274) 654273
"Flat 1, 2 Woodsley Fold, Thornton",BD13 3GD,(01274) 863106
"13A Crag Road, Shipley",BD18 2JR,(01274) 508268
"71 Heidelberg Road, Bradford",BD9 5EA,(01274) 617183
"10 Park Grove, Keighley",BD21 3LL,(01535) 624674
"2 Whitcliffe Square, Cleckheaton",BD19 3PL,(01274) 723507
"54 Manor Row, Low Moor",BD12 0DA,(01274) 254272
"11 Trenance Drive, Shipley",BD18 4RE,(01274) 106045
"6 Regent Avenue, Skipton",BD23 1AZ,(01756) 732117
"15 Welbury Drive, Bradford",BD8 7QH,(01274) 781471
"1 South View Grove, Gomersal",BD19 4JE,(01274) 800304
"144 Lister Avenue, Bradford",BD4 7QS,(01274) 535366
"Ashlea, Laycock Lane, Laycock",BD22 0PN,(01535) 271438
"20 Chestnut Court, Shipley",BD18 4LN,(01274) 544172
"39 Kenmore Road, Cleckheaton",BD19 3UY,(01274) 024424
"48 Main Street, Sutton In Craven",BD20 7JD,(01535) 223348
"36 Browfield Terrace, Silsden",BD20 9PT,(01535) 487071
"3 Poplar Terrace, Bingley",BD16 1DR,(01535) 173583
"42 Fieldhurst Court, Bierley",BD4 6DZ,(01274) 282416
"4 Mayville Terrace, Settle",BD24 9JQ,(01729) 134170
"9 Cecil Avenue, Baildon",BD17 5LH,(01943) 307722
"Yorkshire Bank Plc, 46 Otley Road, Bradford",BD3 0DD,(01274) 242717
"60 Alpine Rise, Thornton",BD13 3NA,(01274) 787870
"Grayrigg, Settle Road, Airton",BD23 4AX,(01729) 423042
"Unit 16C Ghyll Way, Airedale Business Centre",BD23 2DD,(01756) 572316
"7 St Stephens Terrace, Bradford",BD5 7BY,(01274) 531660
"Rye House, Back Lane, East Morton",BD20 5TJ,(01535) 740584
"Flat 102, Olicana House, Chapel Street, Bradford",BD1 5AZ,(01274) 475656
"The Hollies, Lark Street, Oakworth",BD22 7HL,(01535) 608748
"6 Thornbury Street, Bradford",BD3 8LE,(01274) 657113
"128A Undercliffe Road, Bradford",BD2 3BX,(01274) 756036
"N Hargreaves & Sons (Keighley) Ltd, Coney Lane, Keighley",BD21 5JE,(01535) 402108
"2 Ellingham Court, Thornton",BD13 3EF,(01274) 823782
"4 Apple Street, Keighley",BD21 5EX,(01535) 032615
"120 Idle Road, Bradford",BD2 4ND,(01274) 667777
"53 Broadwell Drive, Shipley",BD18 1QN,(01274) 031411
"15 George Street, Skipton",BD23 2PN,(01756) 676573
"9 Paddock Close, Drighlington",BD11 1LD,(01274) 775406
"7 Low Rein Drive, Bradford",BD10 0AQ,(01274) 148148
"1 Raines Lane, Bingley",BD16 3FA,(01943) 784211
"Silsden Golf Club, High Brunthwaite, Silsden",BD20 0NH,(01535) 883134
"1 The Butts, East Morton",BD20 5RU,(01535) 478646
"29 Claremont Villas, Bradford",BD5 0DQ,(01274) 587560
"15 Skipton Road, Steeton",BD20 6SD,(01535) 223632
"8 Warren Drive, Bingley",BD16 3BX,(01535) 432556
"5 Haycliffe Drive, Bradford",BD7 4JS,(01274) 167528
"Greenbank Barn, Bradford Road, Rawfolds",BD19 5LP,(01274) 331351
"553 Wyke Lane, Wyke",BD12 9EQ,(01274) 076323
"44 Hillcrest Road, Thornton",BD13 3PQ,(01274) 275246
"5 Chapel House, Halifax Road, Cullingworth",BD13 5EF,(01535) 821318
"Wellands Farmhouse, Moor Bottom, Cleckheaton",BD19 6AL,(01422) 456471
"20 Wensleydale Avenue, Skipton",BD23 2TS,(01756) 036724
"7 Rooley Croft, Bradford",BD6 1FA,(01274) 145647
"98 Southmere Drive, Bradford",BD7 3NT,(01274) 771710
"41 Whitechapel Road, Cleckheaton",BD19 6HU,(01274) 351053
"Progress Works, Bowling Back Lane, Bradford",BD4 8SS,(01274) 672746
"Top Farm, Selside",BD24 0HZ,(01729) 055488
"12 Bilberry Rise, Haworth",BD22 8LS,(01535) 807142
"1 Beech Grove, Clayton",BD14 6BU,(01274) 585186
"27 Ringwood Road, Bradford",BD5 9LB,(01274) 015770
"39 Fyfe Grove, Baildon",BD17 6DN,(01943) 270422
"10 Regent Street, Bradford",BD10 8JX,(01943) 338786
"3 Dole Street, Thornton",BD13 3LL,(01274) 602538
"7 Cambridge Street, Queensbury",BD13 1AJ,(01422) 610021
"6 Green Lane, Glusburn",BD20 8RJ,(01535) 073663
"44 The Grove, Baildon",BD17 5ND,(01943) 247315
"1 Thornhill Grove, Steeton",BD20 6ST,(01535) 455238
"2 Gas House Yard, Oakenshaw",BD12 7BD,(01274) 181381
"864 Thornton Road, Bradford",BD8 0JN,(01274) 200214
"33 Ashfield Road, Shipley",BD18 4LE,(01274) 835376
"9 Ellercroft Avenue, Bradford",BD7 2EG,(01274) 561448
"37 Stanley Road, Bradford",BD2 1AS,(01274) 670363
"10 Aire Crescent, Cross Hills",BD20 7RW,(01535) 315435
"3 Pepper Hill, Cleckheaton",BD19 3PP,(01274) 374708
"Threshfield House, 4 Back Threshfield Road, Baildon",BD17 6QW,(01943) 647441
"1 Hardgate Lane, Cross Roads",BD21 5PS,(01535) 813316
"2 Wroe Place, Wyke",BD12 8AB,(01274) 548478
"3 Primrose Hill, Bradley",BD20 9DY,(01756) 383454
"1 Clydesdale Drive, Bradford",BD6 2EE,(01274) 028526
"36 Kingswood Street, Bradford",BD7 3DX,(01274) 664688
"2 Hollingworth Close, Skipton",BD23 2SF,(01756) 723052
"129 Lister Avenue, Bradford",BD4 7QU,(01274) 822775
"12 Far Hills, Bradford",BD6 3EE,(01274) 567847
"3 Piccadilly, Bradford",BD1 3ND,(01274) 626212
"13 Glenaire, Shipley",BD18 1EN,(01274) 352374
"22 Oakdale Terrace, Bradford",BD6 1RR,(01274) 461207
"301 Rooley Lane, Bradford",BD5 8LE,(01274) 106360
"2 Gatehouse Mews, Bradford",BD2 2BD,(01274) 576603
"28 Squire Lane, Bradford",BD8 9PS,(01274) 222765
"56 Westbury Road, Bradford",BD6 3NH,(01274) 643458
"32 Glen Lee Lane, Keighley",BD21 5QY,(01535) 058073
"109 Leeds Road, Idle",BD10 9SS,(01943) 604145
"21 Kilroyd Drive, Cleckheaton",BD19 4EA,(01274) 330117
"25 March Cote Lane, Cottingley",BD16 1TA,(01274) 447031
"91 Duchy Drive, Bradford",BD9 5LU,(01274) 712674
"24 Woodcot Avenue, Baildon",BD17 6AN,(01274) 728265
"7 Wilsden Road, Harden",BD16 1JP,(01535) 183818
"27 Thornaby Drive, Clayton",BD14 6ER,(01274) 563242
"1 Fence End Avenue, Thornton In Craven",BD23 3SU,(01756) 836884
"Flat 14, Rawson Buildings, 4 Rawson Road, Bradford",BD1 3SA,(01274) 035717
"80 Dock Lane, Shipley",BD17 7FD,(01274) 671870
"5 Victoria Court, Keighley",BD21 2SE,(01535) 316042
"62 Halifax Road, Cullingworth",BD13 5HD,(01535) 887285
"14 Sun Street, Eastburn",BD20 8UR,(01535) 523357
"1216 Great Horton Road, Bradford",BD7 4PL,(01274) 426802
"7 Croft Street, Steeton",BD20 6PB,(01535) 052064
"13 Palin Avenue, Bradford",BD3 7JX,(01274) 748818
"Paleys Farm, Howsons Lane, Langcliffe",BD24 9NG,(01729) 484071
"The Shippon, Booth Bridge Lane, Thornton In Craven",BD23 3TQ,(01756) 120133
"8 Brackenber Close, Giggleswick",BD24 0AR,(01729) 384775
"Bridge Cottage, Stainforth",BD24 9PG,(01729) 502608
"190 North Dean Road, Keighley",BD22 6QS,(01535) 766341
"34 Geraldton Avenue, Bradford",BD2 1EG,(01274) 287135
"9 Raymond Drive, Bradford",BD5 8HS,(01274) 833107
"21A Plumpton Walk, Bradford",BD2 1PD,(01274) 031021
"7 Dracup Road, Bradford",BD7 4HA,(01274) 305763
"1 Kings Mill Cottages, Kings Mill Lane, Settle",BD24 9FA,(01729) 041735
"3 Spring Row, Cross Roads",BD22 9BQ,(01535) 676807
"8 Fairfax Street, Silsden",BD20 0PT,(01535) 420873
"3 Nab Wood Bank, Shipley",BD18 4AF,(01274) 001226
"3 Cliffe Lodge, Cliffe Lane, Baildon",BD17 5JZ,(01274) 636388
"Gledhow, Moorhouse Lane, Oxenhope",BD22 9RX,(01535) 605653
"139 Oak Lane, Bradford",BD9 4RD,(01274) 704476
"4 Brow Wood Terrace, Bradford",BD6 2DR,(01274) 167228
"Alistairs Lodge, Slack Lane, Oakworth",BD22 0RH,(01535) 713281
"59 Elmfield Drive, Bradford",BD6 1QB,(01274) 448353
"6 Moorlands Avenue, Birkenshaw",BD11 2BN,(01274) 557276
"5 Ransdale Road, Bradford",BD5 7NR,(01274) 283348
"5 Rosewood Square, Sutton In Craven",BD20 7LU,(01535) 828411
"87 Manor Lane, Shipley",BD18 3BS,(01274) 408744
"128 Gaisby Lane, Shipley",BD18 1AQ,(01274) 517667
"3 Carriage Drive, Cleckheaton",BD19 4JN,(01274) 525150
"31 Gloucester Avenue, Bradford",BD3 7LJ,(01274) 623073
"4 Birkett Street, Cleckheaton",BD19 3BU,(01274) 087625
"Thornton House, Old Road, Thornton In Craven",BD23 3TB,(01756) 633787
"380 Idle Road, Five Lane Ends",BD2 2AW,(01274) 368850
