Address,Postcode,Phone number
"7 Heol Iago, Fochriw",CF81 9LD,(01685) 613754
"12 Fardre Court, Church Village",CF38 1DG,(01443) 662118
"24 Fitzhamon Avenue, Llantwit Major",CF61 1TN,(01656) 566553
"2 Heol Treharne, Coytrahen",CF32 0DS,(01656) 252166
"45 Martin Crescent, Tonyrefail",CF39 8NT,(01443) 211430
"8 The Grove, Glyncoch",CF37 3BQ,(01443) 427845
"27 High Street, Llanbradach",CF83 3LP,(01443) 683711
"Ty Newydd Country Hotel, Penderyn",CF44 9SX,(01685) 435574
"13 Pencisely Rise, Cardiff",CF5 1DX,(029) 2224 1713
"2 Aberthin Road, Cowbridge",CF71 7EN,(01656) 064171
"4 Heol Blakemore, Cardiff",CF14 2BX,(029) 2882 6440
"3 Park Court Mews, Cardiff",CF10 3DQ,(029) 0652 1827
"16 Woodland Way, Sarn",CF32 9QA,(01656) 024572
"4 Cross Inn Road, Llantrisant",CF72 8AY,(01443) 183846
"4 Bronllys, Aberdare",CF44 9AR,(01685) 414530
"39 Pentre Street, Cardiff",CF11 6QX,(029) 0824 5543
"1 St Siors Meade, Rhoose",CF62 3HY,(01446) 051720
"51 Wentloog Close, Rumney",CF3 3HB,(029) 4724 1351
"Westfield, Circle Way East, Llanedeyrn",CF23 9PZ,(029) 1683 5738
"59 Davies Terrace, Maesteg",CF34 0HB,(01639) 011121
"8 Clos Yr Eirlys, Coity",CF35 6NQ,(01656) 160484
"27 High Street, Trelewis",CF46 6AB,(01443) 607778
"60 Tallis Street, Treorchy",CF42 6LU,(01443) 822862
"24 Gwerthonor Road, Gilfach",CF81 8JS,(01443) 236476
"2 St Cyres Road, Penarth",CF64 2WQ,(029) 4515 6048
"403 Grand Avenue, Cardiff",CF5 4RE,(029) 8723 5357
"4 Vale Court, Cowbridge",CF71 7ES,(01656) 624026
"15 Caernarvon Grove, Merthyr Tydfil",CF48 1JS,(01685) 880881
"61 Dumfries Street, Treherbert",CF42 5PY,(01685) 311675
"Flat 7, St. Johns Priory, Merthyr Mawr Road North, Bridgend",CF31 3NG,(01656) 007520
"23 Broncynon Terrace, Aberdare",CF44 8RL,(01685) 850382
"14 Park Crescent, Pontyclun",CF72 9BR,(01443) 702045
"1B Mount Road, Rhigos",CF44 9YS,(01685) 480880
"39 Beda Road, Cardiff",CF5 1LX,(029) 0654 0278
"32 Heol Gabriel, Cardiff",CF14 1JU,(029) 3810 2636
"17 Howard Gardens, Cardiff",CF24 0EF,(029) 6622 5161
"30 Garden Court, Brackla",CF31 2JU,(01656) 141218
"24 Heol Ysgubor, Caerphilly",CF83 1SR,(01443) 085204
"47 Cherry Grove, Merthyr Tydfil",CF47 9SW,(01685) 737857
"2 Ffordd Y Barcer, Cardiff",CF5 4QP,(029) 5258 0258
"5 Margaret Street, Gilfach",CF81 8JN,(01443) 574266
"Whitegates, Tyn Y Caeau Lane, Coychurch",CF35 6AD,(01656) 707358
"14 Meadow Street, Maesteg",CF34 9YP,(01639) 475203
"3 Gwbert Close, Rumney",CF3 1QY,(029) 3378 6651
"14 Heol Llwyn Deri, Merthyr Tydfil",CF48 1LT,(01685) 270630
"11 Brown Court, St Mellons",CF3 0RP,(029) 0223 0267
"1 Maes Y Grug, Church Village",CF38 1UN,(01443) 718236
"15 Heol Y Groes, Bridgend",CF31 1QE,(01656) 568482
"18 Heol Ysgubor, Caerphilly",CF83 1SR,(01443) 627755
"120 College Road, Llandaff North",CF14 2NY,(029) 5605 2887
"4 Pearson Street, Cardiff",CF24 3EL,(029) 2564 6375
"353B Grand Avenue, Cardiff",CF5 4RD,(029) 0014 5865
"2 Alfreda Road, Cardiff",CF14 2EH,(029) 3726 8300
"63 Cefn Glas Road, Bridgend",CF31 4PJ,(01656) 050527
"72 Mill Road, Lisvane",CF14 0XJ,(029) 8122 8171
"18 Clos Y Carw, Llantwit Fardre",CF38 2BP,(01443) 754053
"2 Monkstone Close, Penarth",CF64 3RA,(029) 7145 4068
"Loft Space, 23A Heol Tegfryn, Pyle",CF33 6LN,(01656) 028633
"7 Alexandra Road, Treforest",CF37 1BN,(01443) 615577
"1 Doddridge Way, Porthcawl",CF36 3EU,(01656) 820660
"2 Wessex Street, Cardiff",CF5 1LA,(029) 7724 3306
"1 Waterton Road, Waterton",CF31 3YY,(01656) 731787
"7 Jim Driscoll Way, Cardiff",CF11 7JA,(029) 0066 5278
"14 James Street, Llanbradach",CF83 3LJ,(01443) 211745
"17 Pant Y Fedwen, Aberdare",CF44 6LL,(01685) 807780
"35 Roberts Avenue, Merthyr Tydfil",CF47 9JJ,(01685) 740452
"16 Radyr Court Rise, Cardiff",CF5 2QH,(029) 0645 4516
"412 Western Avenue, Cardiff",CF5 2BL,(029) 3875 5212
"7 Talygarn Mews, Talygarn",CF72 9JT,(01443) 230325
"19 Meadow Street, Gilfach Goch",CF39 8TA,(01443) 766600
"20 Cefn Glas Road, Bridgend",CF31 4PG,(01656) 554544
"42 Llandudno Road, Rumney",CF3 3PF,(029) 7676 3620
"Corner House Inn, Llangynwyd",CF34 9SB,(01656) 183251
"28 Garth Olwg, Gwaelod Y Garth",CF15 9HW,(01443) 464485
"Cerrig Llwyd, Cae Pantglas, Ynysmaerdy",CF72 8GX,(01443) 358831
"27 Llancayo Park, Bargoed",CF81 8TS,(01685) 572023
"5 Poplar Court, Barry",CF62 9FT,(01446) 747078
"3 Dan Y Coed Flats, Aberkenfig",CF32 9AT,(01656) 052161
"Pen-Yr-Heol Farm, Stanleytown",CF43 3EY,(01443) 177576
"67 Mountain Ash Road, Abercynon",CF45 4PR,(01443) 343442
"Tyn-Y-Waun Lodge, Treherbert",CF42 5NN,(01685) 557534
"191 Moorland Road, Cardiff",CF24 2LH,(029) 3455 7812
"10 Heol Carne, Cardiff",CF14 1HD,(029) 8728 6316
"33D Pantycelyn Place, St Athan",CF62 4PT,(01446) 106056
"9 Heol Y Gors, Caerphilly",CF83 3EW,(01443) 773881
"7 Boi Close, Mountain Ash",CF45 3DP,(01685) 832254
"5 Cardiff Street, Ogmore Vale",CF32 7EW,(01656) 156347
"Apartment 6, Silverton, 30 Fairwater Road, Cardiff",CF5 2LE,(029) 7442 8217
"1 St Andrews Road, Penycoedcae",CF37 1XF,(01443) 587277
"7 Cemetery Road, Bridgend",CF31 1NA,(01656) 702361
"20 Brynhyfryd Street, Merthyr Tydfil",CF47 9YN,(01685) 488314
"Ty-Hyfryd, Pontygwindy Road, Caerphilly",CF83 3AB,(01443) 075827
"27 Romilly Park Road, Barry",CF62 6RQ,(01446) 380332
"2 Broadway Cottages, Laleston",CF32 0HY,(01656) 242005
"17 Woodland Terrace, Senghenydd",CF83 4HQ,(01443) 302368
"34 Elfed Avenue, Penarth",CF64 3LY,(029) 8778 7244
"9 Heol Dewi Sant, Barry",CF62 7BY,(01446) 203406
"1 Woodside Bungalows, Mountain Ash",CF45 4HN,(01685) 416588
"17 The Willows, Brackla",CF31 2HD,(01656) 251574
"263 Heathwood Road, Cardiff",CF14 4HS,(029) 5835 7121
"3 Hengoed Hall Gardens, Cefn Hengoed",CF82 7PA,(01443) 435244
"9 Paget Terrace, Penarth",CF64 1DR,(029) 3780 1736
"20 Cae Gwyn, Penarth",CF64 3JY,(029) 5821 0050
"Unit A, Wingfield Works, Llanbradach",CF83 3RW,(01443) 817524
"Llys Siriol, Cae Siriol, Porth",CF39 0NT,(01443) 032617
"13 De Winton Street, Tonypandy",CF40 2QU,(01443) 718652
"Cartref, Picton Street, Maesteg",CF34 0EW,(01639) 561324
"21 Glasfryn, Aberdare",CF44 8SB,(01685) 620678
"11 Belle Vue Terrace, Penarth",CF64 1DB,(029) 1414 6238
"13 Summerland Crescent, Llandough",CF64 2PJ,(029) 8831 3542
"21 Dyffryn Road, Rhydyfelin",CF37 5RR,(01443) 314820
"10 King Edward Avenue, Caerphilly",CF83 1HE,(01443) 430235
"7 Morgan Street, Mountain Ash",CF45 3YN,(01443) 323770
"1 Fouracres Close, Barry",CF63 2AL,(01446) 273035
"7 Ayron Street, Ferndale",CF43 4HY,(01443) 508540
"15 Campion Place, Cardiff",CF5 3LP,(029) 7126 3255
"Gwaun Miskin Cottage, Cross Inn",CF72 8LU,(01443) 862006
"7 Heol Yr Ysgol, Llangynwyd",CF34 9SS,(01656) 724660
"11 Maesglas, Bridgend",CF31 4RX,(01656) 401514
"53 Dunster Road, Llanrumney",CF3 5TQ,(029) 6256 0658
"Ty Graig, Brynderwen Close, Cilfynydd",CF37 4EJ,(01443) 467460
"38 Bishopswood, Brackla",CF31 2LW,(01656) 310133
"10 Stream Street, Mountain Ash",CF45 3LL,(01685) 006177
"Flat 5, William Court, William Street, Ystrad",CF41 7QY,(01443) 155331
"19 Greenfield Terrace, Cefn Pennar",CF45 4EB,(01685) 007104
"3 Hazelhurst Road, Cardiff",CF14 2FW,(029) 1222 8776
"1 St Quentins Hill, Llanblethian",CF71 7JT,(01656) 818131
"11 Amyas Close, Cardiff",CF11 8EA,(029) 1725 8876
"15 Berrymead Road, Cardiff",CF23 6QA,(029) 3475 5350
"Tyn-Y-Stepsa, Pen-Y-Fai",CF31 4LT,(01656) 778346
"21 Mountain View, Treherbert",CF42 5LU,(01685) 455271
"Cil Howy, Llantwit Fardre",CF38 2PP,(01443) 317844
"33 Dilwyn Street, Mountain Ash",CF45 3YG,(01443) 522037
"22 Heol Las, Pencoed",CF35 6YW,(01656) 218071
"10 Tyfica Crescent, Pontypridd",CF37 2BU,(01443) 423164
"Flat 16, The Retreat, The Chantry, Llandaff",CF5 2NT,(029) 3757 3787
"28 Mountain View, North Cornelly",CF33 4EG,(01656) 227501
"47 Charles Street, Cardiff",CF10 2GD,(029) 8144 4478
"7 Ffynnon Groyw, Bridgend",CF31 5AR,(01656) 756117
"Fairfield Place, Llwydcoed",CF44 0LX,(01685) 444042
"3 Mountain View, Pwllypant",CF83 3HW,(01443) 286715
"213 Brithweunydd Road, Tonypandy",CF40 2PB,(01443) 205334
"8 Gamlyn Terrace, Aberdare",CF44 9LG,(01685) 048320
"1 Dock Cottages, Abercynon",CF45 4UG,(01443) 636264
"10 Woodcock Street, Cardiff",CF24 3RA,(029) 4283 7708
"6 Langland Road, Rumney",CF3 3HU,(029) 1162 1276
"3 Smith Road, Llanishen",CF14 5EU,(029) 0580 7580
"95 Tyn Y Parc Road, Cardiff",CF14 6BL,(029) 8016 4882
"31 Heol Bryn Gwyn, Aberdare",CF44 9EU,(01685) 753411
"12 Maes Glas, Cefn Cribwr",CF32 0AL,(01656) 430355
"27 Cory Place, Cardiff",CF11 7QB,(029) 3820 2886
"5 Larkfield Avenue, Aberdare",CF44 0JQ,(01685) 136014
"9 Tyn Y Bettws Close, Bettws",CF32 8YF,(01656) 341107
"4 Baptist Square, Blaenllechau",CF43 4NT,(01685) 183850
"21 Highbury Crescent, Bridgend",CF31 4RD,(01656) 045523
"Flat 14, Beatty Court, Schooner Way, Cardiff",CF10 4DU,(029) 2115 8808
"49 Heol Barri, Caerphilly",CF83 2LX,(01443) 633504
"28 Bryn Amlwg, North Cornelly",CF33 4DJ,(01656) 475267
"39A Hill View, Bridgend",CF31 4EB,(01656) 680351
"16 Heath Halt Road, Cardiff",CF23 5QF,(029) 4762 0508
"1 Ty Machen, Alma Road, Maesteg",CF34 9AQ,(01639) 857548
"3 Carlisle Street, Cardiff",CF24 2AY,(029) 1716 2114
"102 Oakridge, Thornhill",CF14 9BX,(029) 1300 8513
"Tegfryn, Ffaldcaiach, Trelewis",CF46 6BS,(01443) 551778
"22 Dan  Y   Coed, Pontsticill",CF48 2UA,(01685) 610143
"8 Heol Y Castell, Ely",CF5 5LS,(029) 8750 1704
"1 Adams Street, Tonypandy",CF40 2DU,(01443) 413403
"Flat 2, Aneurin House, Heol Aneurin, Caerphilly",CF83 2PE,(01443) 562766
"4 Evans Terrace, Merthyr Tydfil",CF47 0PF,(01685) 324420
"87 Heol Isaf, Radyr",CF15 8DW,(029) 5385 1332
"1 Broad Street, Barry",CF62 7AA,(01446) 325456
"5 Valley View, Abercynon",CF45 4NH,(01443) 167220
"9 Bridge Street, Aberdare",CF44 8EU,(01685) 010883
"6 Clevis Hill, Porthcawl",CF36 5NT,(01656) 607737
"27 Redlands Road, Penarth",CF64 2WD,(029) 2833 4047
"30 Williamstown, Merthyr Tydfil",CF47 8PD,(01685) 342614
"106 Bute Street, Cardiff",CF10 5AD,(029) 5176 7820
"Morawel, 9 Dros Y Mor, Penarth",CF64 3BA,(029) 0383 5338
"The Anstees, Duffryn Crescent, Peterston Super Ely",CF5 6NF,(01446) 871125
"Ty Seren, St Francis Field, Thomastown",CF39 8DZ,(01443) 567060
"3 Ty Graig Terrace, Aberbargoed",CF81 9AU,(01685) 410733
"21 Beechwood Avenue, Bridgend",CF31 4DQ,(01656) 807568
"15 Sea Bank, Penarth",CF64 3AR,(029) 5854 1321
"18 Lon Yr Ardd, Coity",CF35 6EZ,(01656) 708505
"Springfield, Graig Penllyn",CF71 7RU,(01656) 586430
"9 Bryntirion, Cardiff",CF14 6NQ,(029) 7106 2355
"3 Red Cow Cottages, Groesfaen",CF72 8NT,(01443) 065587
"40 Spring Gardens Terrace, Cardiff",CF24 1QX,(029) 0348 5238
"136 Cardiff Road, Aberdare",CF44 6UY,(01685) 184225
"11 Greenacre Drive, Bedwas",CF83 8HG,(01443) 143580
"2 Birch Grove, Church Village",CF38 1EA,(01443) 414724
"95 Crompton Way, Ogmore By Sea",CF32 0QF,(01656) 670688
"6 Caroline Street, Bridgend",CF31 1DQ,(01656) 630265
"198 Brynfedw, Llanedeyrn",CF23 9PW,(029) 4334 7857
"Apartment 5, Branden House, Hensol Castle Park",CF72 8GR,(01443) 853263
"51 Clover Road, Merthyr Tydfil",CF47 9DG,(01685) 541117
"37 Lomond Crescent, Cardiff",CF23 6ES,(029) 0628 0153
"Unit 9 Fairfield Industrial Estate, Gwaelod Y Garth",CF15 8LA,(029) 1704 3840
"175 Fidlas Road, Cardiff",CF14 5LZ,(029) 2071 5737
"21 Lady Mary Road, Cardiff",CF23 5NS,(029) 0803 6166
"Unit 10 Curran Road, Cardiff",CF10 5DF,(029) 8848 1530
"14 Heol Y Delyn, Lisvane",CF14 0SQ,(029) 6365 7843
"8 Clover Grove, Cardiff",CF5 3SX,(029) 4386 8362
"5 Gartholwg, Maesteg",CF34 9GJ,(01656) 587056
"56 The Parade, Barry",CF62 6SG,(01446) 333355
"4 Bryn Terrace, Llangynwyd",CF34 0EA,(01656) 547447
"1 Aman Place, Cwmaman",CF44 6PE,(01685) 037405
"17 Park Road, Barry",CF62 6NW,(01446) 086760
"90 Pethybridge Road, Cardiff",CF5 4DU,(029) 3502 2686
"8 Stoneleigh Court, Porthcawl",CF36 3DY,(01656) 253752
"29 Thomas Street, Llanbradach",CF83 3LG,(01443) 574545
"9 School Street, Pontyclun",CF72 9AA,(01443) 633810
"56 Craddock Street, Cardiff",CF11 6EU,(029) 6822 7356
"38 Ely Road, Cardiff",CF5 2JG,(029) 5448 4668
"19 Ennerdale Close, Cardiff",CF23 5NZ,(029) 5032 1157
"6 Baglan Street, Pontygwaith",CF43 3LS,(01443) 864445
"13 Plymouth Road, Penarth",CF64 3DA,(029) 6513 8870
"8 Hill Drive, Llantwit Fardre",CF38 2ES,(01443) 610643
"76 Grangemoor Court, Cardiff",CF11 0AD,(029) 0336 5064
"146 Caer Gwerlas, Tonyrefail",CF39 8HT,(01443) 464443
"Flat 29, Andrews Court, Rickards Street, Pontypridd",CF37 1SF,(01443) 316116
"47 Westbourne Road, Cardiff",CF14 2BR,(029) 6368 0104
"89 King Edward Street, Blaengarw",CF32 8NG,(01656) 531445
"9 Northways, Porthcawl",CF36 5LB,(01656) 126058
"5 Alberta Place, Penarth",CF64 3DR,(029) 8038 8280
"9 Crawshay Street, Cardiff",CF10 5DS,(029) 1270 7513
"23 William Street, Abercynon",CF45 4RW,(01443) 383040
"6 Bramble Close, Cardiff",CF5 3UA,(029) 2356 1300
"6 Willow Tree Close, Radyr",CF15 8RR,(029) 2840 7788
"29 Sycamore Street, Pontypridd",CF37 5NB,(01443) 615761
"2 Turnpike Close, Dinas Powys",CF64 4HT,(029) 3026 1585
"10 Margaret Avenue, Barry",CF62 9XE,(01446) 880441
"85 Court Street, Tonypandy",CF40 2RL,(01443) 156405
"2 Westville Walk, Cardiff",CF23 5DD,(029) 3605 8822
"7 Gwent Terrace, Porth",CF39 0DF,(01443) 685013
"Flat 10, Parkside Court, Romilly Road, Cardiff",CF5 1FB,(029) 5377 7683
"9 Gwaunmiskin Road, Beddau",CF38 2AU,(01443) 858460
"19 Heolddu Grove, Bargoed",CF81 8UX,(01685) 172553
"77A Tylacelyn Road, Tonypandy",CF40 1LA,(01443) 133240
"Flat 6, Trafalgar Court, 114 Pen Y Lan Road, Cardiff",CF23 5RL,(029) 0758 0213
"The Bungalow, Heol Goedog, Cefn Cribwr",CF32 0AN,(01656) 406686
